1005396	1005396,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 88.1467
1005397	1005397,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 88.0221
1005398	1005398,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 88.1042
1005399	1005399,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 89.0511
1005400	1005400,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 90.0091
1005401	1005401,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 90.0039
1005402	1005402,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 90.2281
1005403	1005403,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 93.0055
1005404	1005404,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 93.0056
1005405	1005405,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 94.0618
1005406	1005406,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 95.0183
1005407	1005407,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 95.1288
1005408	1005408,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 95.0943
1005410	1005410,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 96.0428
1005411	1005411,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 96.0427
1005412	1005412,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 96.0939
1005413	1005413,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 96.0932
1005414	1005414,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 96.0109
1005415	1005415,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 96.0107
1005416	1005416,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 97.0003
1005418	1005418,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 97.1742
1005419	1005419,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 97.0010
1005420	1005420,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 97.0007
1005421	1005421,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 99.0672
1005422	1005422,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 99.0678
1005423	1005423,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 99.0670
1005424	1005424,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 99.0713
1005430	1005430,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 99.0816
1005431	1005431,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 99.0848
1005432	1005432,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 99.0839
1005433	1005433,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 99.0815
1005434	1005434,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 99.0814
1005435	1005435,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 99.1762
1005436	1005436,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 99.1805
1005437	1005437,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 99.1793
1005438	1005438,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 99.1775
1005439	1005439,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 99.1781
1005440	1005440,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 99.1753
1005441	1005441,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 0.1304
1005442	1005442,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 0.1288
1005450	1005450,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 3.4870
1005452	1005452,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 5.2239
1005455	1005455,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 6.0172
1005460	1005460,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 8.2524
1005461	1005461,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 8.0586
1005462	1005462,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 8.0566
1005463	1005463,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 8.0416
1005464	1005464,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 8.0569
1005466	1005466,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 10.0833
1005467	1005467,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 10.0869
1005469	1005469,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 10.0821
1005470	1005470,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli FDA504
1005471	1005471,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli FDA505
1005472	1005472,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli FDA507
1005473	1005473,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli FDA517
1005474	1005474,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli FDA506
1005475	1005475,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli FRIK1996
1005476	1005476,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli FRIK1985
1005477	1005477,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli FRIK1999
1005478	1005478,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli FRIK1990
1005479	1005479,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli FRIK2001
1005480	1005480,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli FRIK1997
1005481	1005481,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 93-001
1005482	1005482,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli FRIK523
1005483	1005483,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli FRIK920
1005484	1005484,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli NE037
1005485	1005485,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli NE1487
1005486	1005486,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli NE098
1005487	1005487,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli PA2
1005488	1005488,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli PA3
1005489	1005489,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli PA4
1005490	1005490,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli PA5
1005491	1005491,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli PA7
1005492	1005492,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli PA8
1005493	1005493,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli PA9
1005494	1005494,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli PA10
1005495	1005495,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli PA14
1005496	1005496,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli PA15
1005497	1005497,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli PA22
1005498	1005498,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli PA23
1005499	1005499,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli PA24
1005500	1005500,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli PA25
1005501	1005501,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli PA28
1005502	1005502,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli PA31
1005503	1005503,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli PA32
1005504	1005504,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli PA33
1005505	1005505,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli PA34
1005506	1005506,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli PA38
1005507	1005507,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli PA39
1005508	1005508,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli PA40
1005509	1005509,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli PA41
1005510	1005510,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli PA42
1005511	1005511,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli PA45
1005512	1005512,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli PA47
1005513	1005513,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli PA48
1005514	1005514,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli PA49
1005515	1005515,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli TW06591
1005516	1005516,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli TW07945
1005517	1005517,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli TW10246
1005518	1005518,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli TW11039
1005519	1005519,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli TW09098
1005520	1005520,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli TW09109
1005521	1005521,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli TW09195
1005522	1005522,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli TW10119
1005523	1005523,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli EC4203
1005524	1005524,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli EC4196
1005526	1005526,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli TW14301
1005527	1005527,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli EC4421
1005528	1005528,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli EC4422
1005529	1005529,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli EC4013
1005530	1005530,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli EC4402
1005531	1005531,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli EC4439
1005532	1005532,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli EC4436
1005533	1005533,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli EC4437
1005534	1005534,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli EC4448
1005535	1005535,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli EC1738
1005536	1005536,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli EC1734
1005537	1005537,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli EC1735
1005538	1005538,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli EC1736
1005539	1005539,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli EC1737
1005540	1005540,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli EC1845
1005541	1005541,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli EC1846
1005542	1005542,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli EC1847
1005543	1005543,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli EC1848
1005544	1005544,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli EC1849
1005545	1005545,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli EC1850
1005546	1005546,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli EC1856
1005547	1005547,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli EC1862
1005548	1005548,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli EC1863
1005549	1005549,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli EC1864
1005550	1005550,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli EC1865
1005551	1005551,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli EC1866
1005552	1005552,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli EC1868
1005553	1005553,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli EC1869
1005554	1005554,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli EC1870
1005555	1005555,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli TT12B
1005557	1005557,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli MA6
1005558	1005558,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 5905
1005559	1005559,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli CB7326
1005560	1005560,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli EC96038
1005561	1005561,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 5412
1005562	1005562,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli TW15901
1005563	1005563,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli ARS4.2123
1005564	1005564,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli TW00353
1005565	1005565,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 3006
1005566	1005566,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli 07798
1005567	1005567,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli N1
1005705	1005705,68892,1301,1300,186826,91061,1239,1783272,2,131567,1	no rank	Streptococcus infantis SK1076
1006551	1006551,1134687,570,543,91347,1236,1224,2,131567,1	no rank	Klebsiella michiganensis KCTC 1686
1007103	1007103,189691,44249,186822,1385,91061,1239,1783272,2,131567,1	no rank	Paenibacillus elgii B69
1007105	1007105,305976,506,80840,28216,1224,2,131567,1	species	Pusillimonas sp. T7-7
1007109	1007109,33807,82117,28211,1224,2,131567,1	species	alpha proteobacterium SCGC AAA076-C03
1007122	1007122,62680,1783270,2,131567,1	species	Marinimicrobia bacterium SCGC AAA160-C11
1007123	1007123,62680,1783270,2,131567,1	species	Marinimicrobia bacterium SCGC AAA160-I06
1007656	1007656,294,136843,286,135621,72274,1236,1224,2,131567,1	no rank	Pseudomonas fluorescens Wayne1
1008297	1008297,90371,59201,28901,590,543,91347,1236,1224,2,131567,1	no rank	Salmonella enterica subsp. enterica serovar Typhimurium str. 798
1009412	1009412,237,49546,200644,117743,976,68336,1783270,2,131567,1	species	Flavobacterium sp. SCGC AAA160-P02
1009714	1009714,287,136841,286,135621,72274,1236,1224,2,131567,1	no rank	Pseudomonas aeruginosa PAK
1009853	1009853,347,338,32033,135614,1236,1224,2,131567,1	no rank	Xanthomonas oryzae X11-5A
1009854	1009854,347,338,32033,135614,1236,1224,2,131567,1	no rank	Xanthomonas oryzae X8-1A
101571	101571,32008,119060,80840,28216,1224,2,131567,1	species	Burkholderia ubonensis
1017266	1017266,1363,1357,1300,186826,91061,1239,1783272,2,131567,1	no rank	Lactococcus garvieae UNIUD074
102125	102125,52607,1890499,52604,1117,1798711,1783272,2,131567,1	species	Xenococcus sp. PCC 7305
102129	102129,47251,1890438,1890424,1117,1798711,1783272,2,131567,1	species	Leptolyngbya sp. PCC 7375
102608	102608,210,209,72293,213849,29547,68525,1224,2,131567,1	no rank	Helicobacter pylori F32
1027371	1027371,84096,2053,85026,85007,1760,201174,1783272,2,131567,1	no rank	Gordonia alkanivorans NBRC 16433
1027372	1027372,1351,1350,81852,186826,91061,1239,1783272,2,131567,1	no rank	Enterococcus faecalis OG1X
1028802	1028802,726,724,712,135625,1236,1224,2,131567,1	no rank	Haemophilus haemolyticus M19107
1028803	1028803,726,724,712,135625,1236,1224,2,131567,1	no rank	Haemophilus haemolyticus M19501
1028804	1028804,726,724,712,135625,1236,1224,2,131567,1	no rank	Haemophilus haemolyticus M21127
1028805	1028805,726,724,712,135625,1236,1224,2,131567,1	no rank	Haemophilus haemolyticus M21621
1028806	1028806,726,724,712,135625,1236,1224,2,131567,1	no rank	Haemophilus haemolyticus M21639
102897	102897,1854,74712,85013,1760,201174,1783272,2,131567,1	species	Frankia sp. EUN1f
1029718	1029718,49118,49082,31979,186802,186801,1239,1783272,2,131567,1	no rank	Candidatus Arthromitus sp. SFB-mouse-Japan
1029823	1029823,469,468,72274,1236,1224,2,131567,1	species	Acinetobacter sp. P8-3-8
1029977	1029977,57045,59201,28901,590,543,91347,1236,1224,2,131567,1	no rank	Salmonella enterica subsp. enterica serovar Paratyphi B str. SARA42
1029978	1029978,90371,59201,28901,590,543,91347,1236,1224,2,131567,1	no rank	Salmonella enterica subsp. enterica serovar Typhimurium str. SARA13
1029979	1029979,605,59201,28901,590,543,91347,1236,1224,2,131567,1	no rank	Salmonella enterica subsp. enterica serovar Pullorum str. ATCC 9120
1029980	1029980,192955,59201,28901,590,543,91347,1236,1224,2,131567,1	no rank	Salmonella enterica subsp. enterica serovar Kentucky str. 5349
1029982	1029982,356544,59201,28901,590,543,91347,1236,1224,2,131567,1	no rank	Salmonella enterica subsp. enterica serovar Tallahassee str. 0012
1029983	1029983,29482,59201,28901,590,543,91347,1236,1224,2,131567,1	no rank	Salmonella enterica subsp. enterica serovar Abony str. 0014
1029984	1029984,149539,59201,28901,590,543,91347,1236,1224,2,131567,1	no rank	Salmonella enterica subsp. enterica serovar Enteritidis str. SARB17
1029986	1029986,149539,59201,28901,590,543,91347,1236,1224,2,131567,1	no rank	Salmonella enterica subsp. enterica serovar Enteritidis str. 50-5646
1029989	1029989,58095,59201,28901,590,543,91347,1236,1224,2,131567,1	no rank	Salmonella enterica subsp. enterica serovar Agona str. 0292
1029997	1029997,611,59201,28901,590,543,91347,1236,1224,2,131567,1	no rank	Salmonella enterica subsp. enterica serovar Heidelberg str. SARA35
1030009	1030009,1639,1637,186820,1385,91061,1239,1783272,2,131567,1	no rank	Listeria monocytogenes M7
1030145	1030145,29442,136843,286,135621,72274,1236,1224,2,131567,1	no rank	Pseudomonas tolaasii PMS117
1032488	1032488,607712,482,481,206351,28216,1224,2,131567,1	no rank	Neisseria shayeganii 871
1032869	1032869,44283,747,745,712,135625,1236,1224,2,131567,1	no rank	Pasteurella multocida subsp. multocida str. Anand1_goat
1033737	1033737,1465809,1485,31979,186802,186801,1239,1783272,2,131567,1	no rank	Clostridium senegalense JC122
1033739	1033739,1649,186818,1385,91061,1239,1783272,2,131567,1	species	Kurthia massiliensis
1033740	1033740,1649,186818,1385,91061,1239,1783272,2,131567,1	species	Kurthia senegalensis
1033743	1033743,1465766,44249,186822,1385,91061,1239,1783272,2,131567,1	no rank	Paenibacillus senegalensis JC66
1033813	1033813,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli NA114
1034809	1034809,28035,1279,90964,1385,91061,1239,1783272,2,131567,1	no rank	Staphylococcus lugdunensis N920143
1035116	1035116,672,662,641,135623,1236,1224,2,131567,1	no rank	Vibrio vulnificus E64MW
1035117	1035117,672,662,641,135623,1236,1224,2,131567,1	no rank	Vibrio vulnificus JY1701
1035188	1035188,249188,724,712,135625,1236,1224,2,131567,1	no rank	Haemophilus pittmaniae HK 85
1035189	1035189,68892,1301,1300,186826,91061,1239,1783272,2,131567,1	no rank	Streptococcus infantis SK970
1035193	1035193,712212,1016,49546,200644,117743,976,68336,1783270,2,131567,1	no rank	Capnocytophaga sp. oral taxon 326 str. F0382
1035194	1035194,714,416916,712,135625,1236,1224,2,131567,1	no rank	Aggregatibacter actinomycetemcomitans Y4
1035196	1035196,1261,1257,186804,186802,186801,1239,1783272,2,131567,1	no rank	Peptostreptococcus anaerobius VPI 4330 = DSM 2949
1035377	1035377,632,1649845,629,1903411,91347,1236,1224,2,131567,1	no rank	Yersinia pestis A1122
1035839	1035839,1078480,724,712,135625,1236,1224,2,131567,1	no rank	Haemophilus sputorum CCUG 13788
103690	103690,1177,1162,1161,1117,1798711,1783272,2,131567,1	species	Nostoc sp. PCC 7120
1037262	1037262,90371,59201,28901,590,543,91347,1236,1224,2,131567,1	no rank	Salmonella enterica subsp. enterica serovar Typhimurium str. AZ 057
1037409	1037409,375,374,41294,356,28211,1224,2,131567,1	no rank	Bradyrhizobium japonicum USDA 6
1037890	1037890,573,570,543,91347,1236,1224,2,131567,1	no rank	Klebsiella pneumoniae JH1
1037908	1037908,573,570,543,91347,1236,1224,2,131567,1	no rank	Klebsiella pneumoniae 1162281
1037915	1037915,587753,136842,286,135621,72274,1236,1224,2,131567,1	no rank	Pseudomonas chlororaphis O6
103796	103796,264449,317,251695,136849,286,135621,72274,1236,1224,2,131567,1	no rank	Pseudomonas syringae pv. actinidiae
1038844	1038844,1038927,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli O104:H4 str. TY-2482
1038866	1038866,374,41294,356,28211,1224,2,131567,1	species	Bradyrhizobium sp. WSM2793
1038921	1038921,587851,587753,136842,286,135621,72274,1236,1224,2,131567,1	no rank	Pseudomonas chlororaphis subsp. aureofaciens 30-84
1038927	1038927,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli O104:H4
1040638	1040638,1038927,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli O104:H4 str. LB226692
1041149	1041149,110321,28105,227292,82115,356,28211,1224,2,131567,1	no rank	Sinorhizobium medicae WSM1369
1042375	1042375,49186,48075,135620,135619,1236,1224,2,131567,1	no rank	Marinobacterium stanieri S30
1042378	1042378,252301,31989,204455,28211,1224,2,131567,1	species	Oceanicola sp. S124
1042402	1042402,1360,1358,1357,1300,186826,91061,1239,1783272,2,131567,1	no rank	Lactococcus lactis subsp. lactis CNCM I-1631
1042803	1042803,1038927,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli O104:H4 str. 01-09591
1042804	1042804,1038927,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli O104:H4 str. H112180280
1044999	1044999,65700,551,1903409,91347,1236,1224,2,131567,1	no rank	Erwinia tracheiphila PSU-1
1045010	1045010,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli O157
104623	104623,613,1903411,91347,1236,1224,2,131567,1	species	Serratia sp. ATCC 39006
1046596	1046596,1618,1578,33958,186826,91061,1239,1783272,2,131567,1	no rank	Lactobacillus mali KCTC 3596 = DSM 20444
1046599	1046599,89059,1578,33958,186826,91061,1239,1783272,2,131567,1	no rank	Lactobacillus acidipiscis KCTC 13900
1046624	1046624,1360,1358,1357,1300,186826,91061,1239,1783272,2,131567,1	no rank	Lactococcus lactis subsp. lactis IO-1
1046629	1046629,1304,1301,1300,186826,91061,1239,1783272,2,131567,1	no rank	Streptococcus salivarius 57.I
1048208	1048208,129337,186817,1385,91061,1239,1783272,2,131567,1	species	Geobacillus sp. FW23
1048254	1048254,1038927,562,561,543,91347,1236,1224,2,131567,1	no rank	Escherichia coli O104:H4 str. C227-11
