Vrus taxid	Host tax id	Evidence
1391188	1396	RefSeq
1643324	1396	RefSeq
1643326	1396	RefSeq
1690456	1396	Literature
1868599	1396	RefSeq
225725	1396	RefSeq
225726	1396	RefSeq
345922	1396	RefSeq
347962	1396	RefSeq
565140	1396	Literature
57477	1396	RefSeq
584892	1396	RefSeq
701257	1396	RefSeq
764595	1396	RefSeq
1084719	1404	RefSeq
1406786	1404	RefSeq
1406787	1404	RefSeq
1406789	1404	RefSeq
1406790	1404	RefSeq
1406792	1404	RefSeq
1540090	1404	RefSeq
1540091	1404	RefSeq
1540092	1404	RefSeq
1540093	1404	RefSeq
1755679	1404	RefSeq
1776293	1404	RefSeq
1204533	1408	RefSeq
1406782	1408	RefSeq
1406784	1408	RefSeq
1406788	1408	RefSeq
1445810	1408	RefSeq
1445811	1408	RefSeq
66797	1408	UniProt
10717	1423	UniProt
10724	1423	UniProt
10753	1423	UniProt
12345	1423	UniProt
1406783	1423	RefSeq
1406785	1423	RefSeq
1497851	1423	RefSeq
207656	1423	RefSeq
941058	1423	Literature
1105171	817	RefSeq
99179	817	RefSeq
1035662	959	RefSeq
1127515	959	RefSeq
1296658	1465	RefSeq
1296659	1465	RefSeq
1296660	1465	RefSeq
1296661	1465	RefSeq
1296662	1465	RefSeq
764561	2756	RefSeq
764562	2756	RefSeq
857312	2756	RefSeq
1308869	29459	RefSeq
1136535	292	RefSeq
242861	292	RefSeq
260373	292	RefSeq
279280	292	RefSeq
348137	292	RefSeq
437329	292	RefSeq
1235712	28450	RefSeq
1282994	28450	RefSeq
255131	28450	RefSeq
332032	28450	RefSeq
431891	28450	RefSeq
431892	28450	RefSeq
1110702	197	RefSeq
1541686	197	RefSeq
934027	197	RefSeq
990550	197	RefSeq
340054	138072	RefSeq
941969	34021	RefSeq
941970	34021	RefSeq
1204537	155892	RefSeq
1211640	155892	RefSeq
1211641	155892	RefSeq
1211642	155892	RefSeq
1211643	155892	RefSeq
1211644	155892	RefSeq
767473	155892	RefSeq
1327968	76594	RefSeq
1327969	76594	RefSeq
1327970	76594	RefSeq
1327971	76594	RefSeq
1327972	76594	RefSeq
1327973	76594	RefSeq
1327974	76594	RefSeq
1327975	76594	RefSeq
1327976	76594	RefSeq
1327979	76594	RefSeq
1327980	76594	RefSeq
1327981	76594	RefSeq
1327982	76594	RefSeq
1327983	76594	RefSeq
1327984	76594	RefSeq
1327985	76594	RefSeq
1327987	76594	RefSeq
1327990	76594	RefSeq
1327992	76594	RefSeq
1327993	76594	RefSeq
1327995	76594	RefSeq
1327997	76594	RefSeq
1328028	76594	RefSeq
1328029	76594	RefSeq
1328030	76594	RefSeq
756279	76594	RefSeq
756281	76594	RefSeq
105154	83554	RefSeq
90963	83554	RefSeq
1527524	546	Literature
1540094	546	RefSeq
1540095	546	RefSeq
1540096	546	RefSeq
1610508	546	RefSeq
1673887	546	RefSeq
1675603	546	RefSeq
1805464	546	RefSeq
1805465	546	RefSeq
1805466	546	RefSeq
1805467	546	RefSeq
1406793	28447	RefSeq
1032362	1496	RefSeq
1204534	1496	RefSeq
1204535	1496	RefSeq
1411095	1496	Literature
1437363	1496	RefSeq
1582149	1496	RefSeq
1582150	1496	RefSeq
1582151	1496	RefSeq
1582152	1496	RefSeq
1582153	1496	RefSeq
1582154	1496	RefSeq
1582155	1496	RefSeq
1582156	1496	RefSeq
1582157	1496	RefSeq
262071	1496	RefSeq
559189	1496	RefSeq
864178	1496	RefSeq
1042122	1502	RefSeq
1042123	1502	RefSeq
1042124	1502	RefSeq
1128071	1502	RefSeq
1162304	1502	RefSeq
1162305	1502	RefSeq
1162306	1502	RefSeq
1187894	1502	RefSeq
1305708	1502	RefSeq
190478	1502	RefSeq
541865	1502	RefSeq
673376	1502	RefSeq
1567009	1513	RefSeq
1567010	1513	RefSeq
1567011	1513	RefSeq
1567012	1513	RefSeq
1567013	1513	RefSeq
1567015	1513	RefSeq
1567016	1513	RefSeq
871584	1519	Literature
384848	1718	RefSeq
1073754	28141	RefSeq
1073767	28141	RefSeq
1141135	28141	RefSeq
1141136	28141	RefSeq
1141137	28141	RefSeq
1141138	28141	RefSeq
1162290	28141	RefSeq
1162295	28141	RefSeq
1195085	28141	RefSeq
1264737	28141	RefSeq
1327934	28141	RefSeq
1327935	28141	RefSeq
1498011	28141	RefSeq
947842	28141	RefSeq
984175	28141	RefSeq
984186	28141	RefSeq
665032	80866	RefSeq
1091052	1089444	RefSeq
1477404	215813	RefSeq
1498169	215813	RefSeq
1325372	67780	RefSeq
1391659	67780	RefSeq
1608310	67780	RefSeq
945083	67780	RefSeq
1147139	550	RefSeq
1455074	550	RefSeq
1636313	550	RefSeq
1636314	550	RefSeq
1636315	550	RefSeq
942016	550	RefSeq
1073766	1351	RefSeq
1173135	1351	RefSeq
1204540	1351	RefSeq
1351735	1351	RefSeq
1416012	1351	RefSeq
1458851	1351	RefSeq
1486428	1351	RefSeq
1498168	1351	RefSeq
1597976	1351	RefSeq
1640885	1351	RefSeq
1747287	1351	RefSeq
1747288	1351	RefSeq
1747289	1351	RefSeq
1747326	1351	RefSeq
627087	1351	RefSeq
663241	1351	RefSeq
673832	1351	RefSeq
673833	1351	RefSeq
673834	1351	RefSeq
673835	1351	RefSeq
673836	1351	RefSeq
673837	1351	RefSeq
673838	1351	RefSeq
673839	1351	RefSeq
767806	1351	RefSeq
947379	1351	RefSeq
1161939	1352	RefSeq
1445858	1352	RefSeq
1647400	1352	RefSeq
1718158	1352	RefSeq
1029988	552	RefSeq
1051673	552	RefSeq
1051674	552	RefSeq
1051675	552	RefSeq
1051676	552	RefSeq
1401669	552	RefSeq
1429767	552	RefSeq
1429768	552	RefSeq
1564096	552	RefSeq
1883370	552	RefSeq
1883371	552	RefSeq
1883372	552	RefSeq
1883373	552	RefSeq
1883374	552	RefSeq
1883377	552	RefSeq
1883379	552	RefSeq
418443	552	RefSeq
557393	552	RefSeq
925983	552	Literature
925986	552	Literature
947843	552	RefSeq
1675317	1648	RefSeq
103807	562	RefSeq
1052121	562	RefSeq
1054461	562	Literature
1054480	562	RefSeq
1054834	562	RefSeq
10658	562	Literature
10677	562	RefSeq
10678	562	RefSeq
10679	562	RefSeq
10682	562	UniProt
10693	562	UniProt
10742	562	UniProt
1075774	562	RefSeq
10848	562	UniProt
10864	562	UniProt
1090133	562	RefSeq
1112008	562	RefSeq
1115653	562	RefSeq
1131317	562	RefSeq
1141139	562	RefSeq
1141140	562	RefSeq
1141141	562	RefSeq
1147142	562	RefSeq
1147143	562	RefSeq
1147144	562	RefSeq
1147145	562	RefSeq
1147146	562	RefSeq
1147147	562	RefSeq
1147148	562	RefSeq
1147149	562	RefSeq
1147150	562	RefSeq
1147151	562	RefSeq
1147152	562	RefSeq
1147153	562	RefSeq
1147154	562	RefSeq
1147155	562	RefSeq
1147156	562	RefSeq
1147157	562	RefSeq
1147158	562	RefSeq
12017	562	UniProt
12018	562	UniProt
12022	562	RefSeq
12027	562	UniProt
1216926	562	Literature
1229753	562	RefSeq
1237159	562	RefSeq
1237364	562	RefSeq
1239384	562	RefSeq
1258572	562	RefSeq
1273706	562	RefSeq
1340750	562	RefSeq
1340813	562	RefSeq
1340814	562	RefSeq
1391223	562	RefSeq
1391224	562	RefSeq
1395983	562	Literature
1414766	562	RefSeq
1416027	562	RefSeq
1416028	562	RefSeq
1416030	562	RefSeq
1416031	562	RefSeq
1436889	562	RefSeq
1458848	562	RefSeq
1468411	562	RefSeq
1495285	562	RefSeq
1498170	562	RefSeq
1498172	562	RefSeq
1508658	562	RefSeq
1519788	562	RefSeq
1527506	562	RefSeq
1527514	562	RefSeq
1540097	562	RefSeq
1540098	562	RefSeq
1541883	562	RefSeq
1555202	562	RefSeq
1567004	562	RefSeq
1567006	562	RefSeq
1567007	562	RefSeq
1567026	562	RefSeq
1567027	562	RefSeq
1567028	562	RefSeq
1567029	562	RefSeq
1567486	562	RefSeq
1572753	562	RefSeq
1572754	562	RefSeq
1598146	562	RefSeq
1604355	562	RefSeq
1604356	562	RefSeq
1649239	562	RefSeq
1649240	562	RefSeq
1655305	562	RefSeq
1720493	562	RefSeq
1720494	562	RefSeq
1720495	562	RefSeq
1720498	562	RefSeq
1720504	562	RefSeq
1755695	562	RefSeq
1788294	562	RefSeq
1815590	562	RefSeq
1837842	562	RefSeq
1837930	562	RefSeq
1837931	562	RefSeq
1852563	562	RefSeq
187764	562	RefSeq
1883200	562	RefSeq
1883202	562	RefSeq
1921008	562	RefSeq
196242	562	RefSeq
254397	562	RefSeq
29252	562	UniProt
293178	562	RefSeq
31533	562	UniProt
329381	562	Literature
355246	562	RefSeq
374840	562	RefSeq
374844	562	RefSeq
379329	562	RefSeq
40631	562	UniProt
414970	562	RefSeq
432198	562	RefSeq
432200	562	RefSeq
432201	562	RefSeq
451705	562	RefSeq
45406	562	UniProt
489828	562	RefSeq
489829	562	RefSeq
490103	562	RefSeq
491003	562	RefSeq
50948	562	RefSeq
511969	562	RefSeq
532074	562	RefSeq
532075	562	RefSeq
532076	562	RefSeq
624134	562	RefSeq
669008	562	RefSeq
669875	562	Literature
69608	562	UniProt
69609	562	UniProt
69610	562	UniProt
69612	562	UniProt
697227	562	RefSeq
698486	562	Literature
698487	562	Literature
698488	562	RefSeq
698489	562	RefSeq
698490	562	RefSeq
700939	562	RefSeq
709484	562	Literature
75723	562	UniProt
857277	562	RefSeq
906669	562	RefSeq
948870	562	RefSeq
977927	562	RefSeq
908819	996	RefSeq
1325731	96345	RefSeq
1792272	96345	RefSeq
1792273	96345	RefSeq
1792274	96345	RefSeq
1814280	96345	RefSeq
1814281	96345	RefSeq
1814282	96345	RefSeq
1814283	96345	RefSeq
1814284	96345	RefSeq
1814285	96345	RefSeq
1814286	96345	RefSeq
1814287	96345	RefSeq
1814288	96345	RefSeq
1640977	851	RefSeq
1100814	89053	Literature
1100814	410332	Literature
1647284	410332	RefSeq
1647285	410332	RefSeq
1647286	410332	RefSeq
1647470	410332	RefSeq
1647471	410332	RefSeq
1647472	410332	RefSeq
1838072	945692	RefSeq
1622193	36823	RefSeq
1100814	2055	Literature
1647474	2055	RefSeq
1647475	2055	RefSeq
1821549	2055	RefSeq
1821551	2055	RefSeq
1821552	2055	RefSeq
1821553	2055	RefSeq
1821554	2055	RefSeq
1821556	2055	RefSeq
1821557	2055	RefSeq
1821558	2055	RefSeq
1821559	2055	RefSeq
1821560	2055	RefSeq
1821561	2055	RefSeq
1821562	2055	RefSeq
1821563	2055	RefSeq
1821564	2055	RefSeq
1821565	2055	RefSeq
1821566	2055	RefSeq
1838061	2055	RefSeq
1838062	2055	RefSeq
1838063	2055	RefSeq
1838064	2055	RefSeq
1838065	2055	RefSeq
1838066	2055	RefSeq
1838067	2055	RefSeq
1838070	2055	RefSeq
1838071	2055	RefSeq
1838073	2055	RefSeq
1838074	2055	RefSeq
1838075	2055	RefSeq
1838077	2055	RefSeq
1838078	2055	RefSeq
1838079	2055	RefSeq
1838080	2055	RefSeq
1838081	2055	Literature
1838082	2055	RefSeq
1838083	2055	RefSeq
1838084	2055	RefSeq
1887641	2055	RefSeq
1887643	2055	RefSeq
1887644	2055	RefSeq
1887645	2055	RefSeq
1887646	2055	RefSeq
1887647	2055	RefSeq
1887648	2055	RefSeq
1887649	2055	RefSeq
1887650	2055	RefSeq
1887651	2055	RefSeq
1887652	2055	RefSeq
1887654	2055	RefSeq
1887655	2055	RefSeq
1887656	2055	RefSeq
319522	2055	Literature
981323	2055	Literature
10690	727	RefSeq
157239	727	RefSeq
483266	738	RefSeq
1154689	51589	RefSeq
1273750	51589	RefSeq
1273751	51589	RefSeq
326574	51589	RefSeq
710112	51589	RefSeq
1262528	28442	RefSeq
33771	64713	RefSeq
1154995	210	RefSeq
1204178	210	RefSeq
1208236	210	RefSeq
1654928	571	RefSeq
255431	571	RefSeq
1129147	573	RefSeq
1129191	573	RefSeq
1194091	573	Literature
1206545	573	Literature
1236000	573	RefSeq
1439894	573	RefSeq
1481110	573	RefSeq
1610829	573	RefSeq
1610834	573	RefSeq
1610835	573	RefSeq
1647374	573	RefSeq
1671396	573	RefSeq
1675607	573	RefSeq
1675609	573	RefSeq
1701804	573	RefSeq
1701805	573	RefSeq
1719140	573	RefSeq
1747282	573	RefSeq
1796998	573	RefSeq
1852625	573	RefSeq
1852657	573	RefSeq
1873985	573	RefSeq
674082	573	RefSeq
707757	573	RefSeq
47049	580	RefSeq
755164	1580	Literature
12348	1584	UniProt
1399942	1584	RefSeq
1500733	1584	RefSeq
1500734	1584	RefSeq
1500735	1584	RefSeq
1567453	1613	RefSeq
1567484	1613	RefSeq
438780	1613	Literature
12417	1596	RefSeq
363555	1596	RefSeq
1206110	1587	Literature
578234	109790	RefSeq
1414736	1597	RefSeq
1739607	1597	RefSeq
1739608	1597	RefSeq
1739609	1597	RefSeq
1739610	1597	RefSeq
1739611	1597	RefSeq
39103	1597	RefSeq
1225794	1590	RefSeq
1225795	1590	RefSeq
235201	1590	RefSeq
298338	1590	RefSeq
146269	47715	RefSeq
496874	47715	RefSeq
1486423	1363	RefSeq
1698369	1363	RefSeq
114416	1358	RefSeq
1165134	1358	RefSeq
1165135	1358	RefSeq
1165136	1358	RefSeq
1165137	1358	RefSeq
1165138	1358	RefSeq
1165139	1358	RefSeq
1165140	1358	RefSeq
1165141	1358	RefSeq
1165142	1358	RefSeq
1165143	1358	RefSeq
1165144	1358	RefSeq
1165145	1358	RefSeq
1165146	1358	RefSeq
1165147	1358	RefSeq
1165148	1358	RefSeq
1165149	1358	RefSeq
1165150	1358	RefSeq
1165151	1358	RefSeq
1165152	1358	RefSeq
1165153	1358	RefSeq
1165154	1358	RefSeq
1165155	1358	RefSeq
1165156	1358	RefSeq
1165157	1358	RefSeq
1165158	1358	RefSeq
1165159	1358	RefSeq
1165160	1358	RefSeq
1165161	1358	RefSeq
1229751	1358	RefSeq
1414741	1358	RefSeq
1476886	1358	RefSeq
1476887	1358	RefSeq
1476888	1358	RefSeq
1476889	1358	RefSeq
1560313	1358	RefSeq
1862958	1358	RefSeq
1862959	1358	RefSeq
1862960	1358	RefSeq
1862961	1358	RefSeq
1862962	1358	RefSeq
1871678	1358	RefSeq
1871681	1358	RefSeq
1871687	1358	RefSeq
1871690	1358	RefSeq
201846	1358	RefSeq
213769	1358	RefSeq
213775	1358	RefSeq
254253	1358	RefSeq
287412	1358	RefSeq
31537	1358	RefSeq
31754	1358	RefSeq
35345	1358	RefSeq
354260	1358	RefSeq
374525	1358	RefSeq
374526	1358	RefSeq
374527	1358	RefSeq
374529	1358	RefSeq
382685	1358	RefSeq
388452	1358	RefSeq
475178	1358	RefSeq
494269	1358	RefSeq
503388	1358	RefSeq
63118	1358	RefSeq
641487	1358	RefSeq
665883	1358	RefSeq
665884	1358	RefSeq
665886	1358	RefSeq
665887	1358	RefSeq
741942	1358	RefSeq
881953	1358	RefSeq
434346	1184	RefSeq
1262518	1245	RefSeq
1262519	1245	RefSeq
1262521	1245	RefSeq
1262523	1245	RefSeq
745088	1245	Literature
1262515	33968	RefSeq
1262516	33968	RefSeq
1262517	33968	RefSeq
1262520	33968	RefSeq
1262522	33968	RefSeq
1168744	1639	RefSeq
1173764	1639	Literature
1173765	1639	RefSeq
1173766	1639	Literature
1458853	1639	RefSeq
1458855	1639	Literature
1458856	1639	Literature
1486397	1639	RefSeq
1486413	1639	RefSeq
1486414	1639	RefSeq
1486419	1639	RefSeq
1486421	1639	RefSeq
1486422	1639	RefSeq
1541821	1639	RefSeq
1591072	1639	RefSeq
1591073	1639	RefSeq
171618	1639	RefSeq
181007	1639	RefSeq
330395	1639	RefSeq
330396	1639	CRISPR
330396	1639	RefSeq
330397	1639	RefSeq
330398	1639	RefSeq
330399	1639	CRISPR
330399	1639	RefSeq
1182515	75985	RefSeq
1572743	75985	RefSeq
1572744	75985	RefSeq
1572745	75985	RefSeq
1572747	75985	RefSeq
1572750	75985	RefSeq
376820	75985	RefSeq
376821	75985	RefSeq
390978	75985	CRISPR
390978	75985	RefSeq
1527771	381	RefSeq
77048	145262	RefSeq
1458670	82380	RefSeq
1357715	1126	RefSeq
526118	582	RefSeq
88870	1764	RefSeq
1690684	1771	RefSeq
1245814	1772	RefSeq
1262532	1772	RefSeq
1327947	1772	RefSeq
1327948	1772	RefSeq
1327949	1772	RefSeq
1327950	1772	RefSeq
1327952	1772	RefSeq
1458726	1772	RefSeq
1458841	1772	RefSeq
148603	1772	RefSeq
1498190	1772	RefSeq
1675548	1772	RefSeq
1675549	1772	RefSeq
1675553	1772	RefSeq
1675554	1772	RefSeq
1675555	1772	RefSeq
1873696	1772	RefSeq
205868	1772	RefSeq
205869	1772	RefSeq
205870	1772	RefSeq
205872	1772	RefSeq
205874	1772	RefSeq
205875	1772	RefSeq
205876	1772	RefSeq
205879	1772	RefSeq
205880	1772	RefSeq
373403	1772	RefSeq
373404	1772	RefSeq
373406	1772	RefSeq
373408	1772	RefSeq
373409	1772	RefSeq
373410	1772	RefSeq
373411	1772	RefSeq
373412	1772	RefSeq
373413	1772	RefSeq
373414	1772	RefSeq
439809	1772	RefSeq
480808	1772	RefSeq
543152	1772	RefSeq
543153	1772	RefSeq
685506	1772	RefSeq
88870	1772	RefSeq
938131	1772	RefSeq
1327947	1773	RefSeq
1327948	1773	RefSeq
1327949	1773	RefSeq
1327950	1773	RefSeq
1327952	1773	RefSeq
28369	1773	RefSeq
373405	1773	RefSeq
45764	1773	RefSeq
205877	1810	UniProt
75590	2111	RefSeq
35238	2107	RefSeq
49964	34	RefSeq
114777	13769	RefSeq
1100814	1824	Literature
1109711	37326	RefSeq
981323	37326	Literature
1100814	37330	Literature
981323	1823	Literature
1432847	1247	RefSeq
1432848	1247	RefSeq
1435411	1247	Literature
440576	1247	RefSeq
1411681	1274374	RefSeq
754053	59843	RefSeq
1337877	1464	RefSeq
1589749	1464	RefSeq
1589752	1464	RefSeq
1589753	1464	RefSeq
1589754	1464	RefSeq
1636255	1464	RefSeq
1636257	1464	RefSeq
1636261	1464	RefSeq
1636263	1464	RefSeq
1718161	1464	RefSeq
881915	549	RefSeq
943335	549	RefSeq
1655644	823	RefSeq
342564	747	RefSeq
1127516	554	RefSeq
1108070	51663	Literature
382273	1219	RefSeq
382275	1219	RefSeq
536454	1219	RefSeq
1229782	1747	RefSeq
1229784	1747	RefSeq
1229786	1747	RefSeq
1229787	1747	RefSeq
1229788	1747	RefSeq
1229789	1747	RefSeq
1229790	1747	RefSeq
1229791	1747	RefSeq
1229792	1747	RefSeq
1229793	1747	RefSeq
1229794	1747	RefSeq
1235645	1747	RefSeq
1235646	1747	RefSeq
1235647	1747	RefSeq
1235648	1747	RefSeq
1235649	1747	RefSeq
1235650	1747	RefSeq
1235651	1747	RefSeq
1235652	1747	RefSeq
1235653	1747	RefSeq
1235654	1747	RefSeq
1235655	1747	RefSeq
1235656	1747	RefSeq
1235657	1747	RefSeq
1498188	1747	RefSeq
1500798	1747	RefSeq
1500799	1747	RefSeq
1500800	1747	RefSeq
1500801	1747	RefSeq
1500802	1747	RefSeq
1500803	1747	RefSeq
1500804	1747	RefSeq
1500805	1747	RefSeq
1500806	1747	RefSeq
1500807	1747	RefSeq
1500808	1747	RefSeq
1500809	1747	RefSeq
1500810	1747	RefSeq
1500811	1747	RefSeq
1500812	1747	RefSeq
1500813	1747	RefSeq
1500814	1747	RefSeq
1500815	1747	RefSeq
1500816	1747	RefSeq
1500817	1747	RefSeq
1500818	1747	RefSeq
1500819	1747	RefSeq
1500820	1747	RefSeq
1500821	1747	RefSeq
1500822	1747	RefSeq
1500823	1747	RefSeq
1500824	1747	RefSeq
1500825	1747	RefSeq
1500826	1747	RefSeq
1500827	1747	RefSeq
1500828	1747	RefSeq
1500829	1747	RefSeq
1500830	1747	RefSeq
1500831	1747	RefSeq
1500832	1747	RefSeq
1654740	1747	RefSeq
1654780	1747	RefSeq
1654781	1747	RefSeq
1654782	1747	RefSeq
1655012	1747	RefSeq
1655014	1747	RefSeq
1655015	1747	RefSeq
1655016	1747	RefSeq
1655017	1747	RefSeq
1655018	1747	RefSeq
1655019	1747	RefSeq
1655020	1747	RefSeq
1655021	1747	RefSeq
1655022	1747	RefSeq
1655023	1747	RefSeq
1690805	1747	RefSeq
1747271	1747	RefSeq
376758	1747	RefSeq
504501	1747	Literature
504553	1747	Literature
1838137	1744	RefSeq
1838138	1744	RefSeq
189836	1744	RefSeq
10658	584	UniProt
1357704	584	RefSeq
1560282	584	RefSeq
1560283	584	RefSeq
1560284	584	RefSeq
1567485	584	RefSeq
1636249	584	RefSeq
1636250	584	RefSeq
1874539	288	RefSeq
1366055	161398	RefSeq
10658	287	UniProt
1129145	287	RefSeq
1129146	287	RefSeq
1141525	287	RefSeq
1141526	287	RefSeq
1158680	287	RefSeq
1158721	287	RefSeq
1175653	287	RefSeq
1175654	287	RefSeq
1175655	287	RefSeq
1175657	287	RefSeq
1175659	287	RefSeq
1175662	287	RefSeq
1175663	287	RefSeq
1191380	287	RefSeq
1204542	287	RefSeq
1223259	287	CRISPR
1223261	287	CRISPR
1229675	287	RefSeq
1231048	287	RefSeq
1234701	287	RefSeq
1262514	287	RefSeq
1327768	287	RefSeq
1406974	287	RefSeq
1429758	287	RefSeq
1449437	287	RefSeq
1450169	287	RefSeq
1453336	287	RefSeq
1476390	287	RefSeq
1476391	287	RefSeq
1481224	287	RefSeq
1527525	287	RefSeq
1536596	287	RefSeq
1542090	287	RefSeq
1542092	287	RefSeq
1548900	287	RefSeq
1548901	287	RefSeq
1548902	287	RefSeq
1548903	287	RefSeq
1548904	287	RefSeq
1548905	287	RefSeq
1548906	287	RefSeq
1548907	287	RefSeq
1548908	287	RefSeq
1548909	287	RefSeq
1548910	287	RefSeq
1548911	287	RefSeq
1548912	287	RefSeq
1548913	287	RefSeq
1548914	287	RefSeq
1548915	287	RefSeq
1548916	287	RefSeq
1548917	287	RefSeq
1548918	287	RefSeq
1566995	287	RefSeq
1589273	287	RefSeq
1636189	287	RefSeq
1639814	287	RefSeq
1639815	287	RefSeq
1678082	287	UniProt
1718273	287	RefSeq
1735586	287	RefSeq
1743016	287	RefSeq
1754217	287	RefSeq
1755689	287	RefSeq
1815957	287	RefSeq
1837850	287	RefSeq
1868596	287	RefSeq
204270	287	Literature
270673	287	RefSeq
273133	287	RefSeq
280701	287	RefSeq
347324	287	RefSeq
347325	287	RefSeq
347326	287	RefSeq
347327	287	RefSeq
347328	287	RefSeq
347329	287	RefSeq
35343	287	RefSeq
386792	287	Literature
389469	287	RefSeq
476523	287	RefSeq
496396	287	RefSeq
549445	287	RefSeq
549446	287	RefSeq
582345	287	Literature
582382	287	RefSeq
627480	287	RefSeq
655097	287	RefSeq
655098	287	RefSeq
749447	287	RefSeq
757342	287	RefSeq
763998	287	RefSeq
937835	287	RefSeq
998086	287	RefSeq
10658	294	UniProt
1124849	294	RefSeq
1204538	294	RefSeq
1235661	294	Literature
1562076	294	RefSeq
942165	294	RefSeq
10658	303	UniProt
1114179	303	RefSeq
1161927	303	RefSeq
1235689	303	Literature
1562076	303	RefSeq
1777063	303	RefSeq
197783	303	RefSeq
988656	303	Literature
120086	317	RefSeq
134554	317	RefSeq
1500757	317	RefSeq
161736	317	RefSeq
1873949	317	RefSeq
593131	317	RefSeq
425386	29292	RefSeq
247080	329	RefSeq
1150992	305	RefSeq
1352227	305	RefSeq
1354496	305	RefSeq
1402875	305	RefSeq
1417599	305	RefSeq
1481785	305	RefSeq
1483485	305	RefSeq
1497850	305	RefSeq
1505528	305	RefSeq
1530085	305	RefSeq
1530086	305	RefSeq
1538364	305	RefSeq
1689679	305	RefSeq
384359	305	Literature
384360	305	RefSeq
406340	305	RefSeq
482058	305	Literature
520962	305	RefSeq
551790	305	RefSeq
913183	305	RefSeq
926543	305	RefSeq
1220601	29449	RefSeq
1220602	29449	RefSeq
1220603	29449	RefSeq
1220715	29449	RefSeq
1220716	29449	RefSeq
1458697	56730	RefSeq
1414737	384	RefSeq
1498228	384	RefSeq
1527770	384	RefSeq
1109715	1833	RefSeq
1701851	1833	RefSeq
981323	1833	Literature
148943	29549	RefSeq
936152	34085	RefSeq
562742	2434	RefSeq
1161935	51367	RefSeq
1087480	28901	RefSeq
1087482	28901	RefSeq
1173755	28901	RefSeq
1173758	28901	RefSeq
1541887	28901	RefSeq
1543199	28901	RefSeq
1543201	28901	RefSeq
1543203	28901	RefSeq
1543205	28901	RefSeq
1567025	28901	RefSeq
1611545	28901	RefSeq
1810705	28901	RefSeq
1813769	28901	RefSeq
1813771	28901	RefSeq
1813779	28901	RefSeq
1813781	28901	RefSeq
1813782	28901	RefSeq
1813783	28901	RefSeq
215158	28901	RefSeq
329864	28901	RefSeq
424716	28901	RefSeq
1282995	615	Literature
1481112	615	RefSeq
1002724	623	RefSeq
1002725	623	RefSeq
1225789	623	RefSeq
1315956	623	RefSeq
1407493	623	RefSeq
1524881	623	RefSeq
1541825	623	RefSeq
1567022	623	RefSeq
1572702	623	RefSeq
245685	623	RefSeq
66284	623	UniProt
10704	382	UniProt
1357423	382	RefSeq
1636182	382	RefSeq
1647405	382	RefSeq
179237	382	RefSeq
673375	63612	RefSeq
1150991	13689	RefSeq
455649	47834	RefSeq
185959	2134	UniProt
1007127	1280	RefSeq
1028375	1280	RefSeq
1041526	1280	Literature
106284	1280	RefSeq
1165702	1280	Literature
1168612	1280	RefSeq
1168613	1280	RefSeq
1195068	1280	RefSeq
1195071	1280	RefSeq
1195076	1280	Literature
1195077	1280	Literature
1195078	1280	Literature
1195080	1280	Literature
1195081	1280	Literature
1195086	1280	RefSeq
1200862	1280	RefSeq
1204543	1280	RefSeq
1211285	1280	RefSeq
1211286	1280	RefSeq
1235659	1280	RefSeq
